timestamp,Open,High,Low,Close,Volume
2025-07-31 09:53:00,319.10809326171875,319.33990478515625,318.9599914550781,319.2349853515625,117837.0
2025-07-31 09:53:00,319.10809326171875,319.33990478515625,318.9599914550781,319.2349853515625,117837.0
2025-07-31 10:04:00,318.8851013183594,318.8851013183594,318.44000244140625,318.59991455078125,171303.0
2025-07-31 10:04:00,318.8851013183594,318.8851013183594,318.44000244140625,318.59991455078125,171303.0
2025-07-31 10:05:00,318.5,318.79998779296875,318.4032897949219,318.65740966796875,141991.0
2025-07-31 10:05:00,318.5,318.79998779296875,318.4032897949219,318.65740966796875,141991.0
2025-07-31 10:06:00,318.6700134277344,318.760009765625,318.25,318.4150085449219,181546.0
2025-07-31 10:06:00,318.6700134277344,318.760009765625,318.25,318.4150085449219,181546.0
2025-07-31 10:07:00,318.4150085449219,318.4399108886719,317.720703125,317.79998779296875,268758.0
2025-07-31 10:07:00,318.4150085449219,318.4399108886719,317.720703125,317.79998779296875,268758.0
2025-07-31 10:08:00,317.7900085449219,318.2591857910156,317.6400146484375,318.21881103515625,281713.0
2025-07-31 10:08:00,317.7900085449219,318.2591857910156,317.6400146484375,318.21881103515625,281713.0
2025-07-31 10:09:00,318.2200012207031,318.3299865722656,317.8500061035156,317.96258544921875,154009.0
2025-07-31 10:09:00,318.2200012207031,318.3299865722656,317.8500061035156,317.96258544921875,154009.0
2025-07-31 10:10:00,317.8999938964844,317.94000244140625,317.3800048828125,317.5,246875.0
2025-07-31 10:10:00,317.8999938964844,317.94000244140625,317.3800048828125,317.5,246875.0
2025-07-31 10:11:00,317.44000244140625,318.25,317.3299865722656,317.375,316061.0
2025-07-31 10:11:00,317.44000244140625,318.25,317.3299865722656,317.375,316061.0
2025-07-31 10:12:00,317.3778991699219,317.4100036621094,316.8800048828125,317.0812072753906,323400.0
2025-07-31 10:12:00,317.3778991699219,317.4100036621094,316.8800048828125,317.0812072753906,323400.0
2025-07-31 10:13:00,317.05999755859375,317.8599853515625,316.95001220703125,317.82000732421875,266580.0
